Id,SalePrice
1461,117207.875
1462,162800.109375
1463,181727.921875
1464,191609.203125
1465,195774.25
1466,176950.359375
1467,171950.34375
1468,164570.34375
1469,199030.53125
1470,129206.3125
1471,192571.125
1472,97808.1796875
1473,97572.375
1474,155092.546875
1475,131857.578125
1476,404544.21875
1477,261200.96875
1478,297001.8125
1479,273927.6875
1480,491258.59375
1481,322370.03125
1482,207886.703125
1483,168153.34375
1484,168115.484375
1485,184934.0
1486,192950.234375
1487,367057.5
1488,232216.34375
1489,208272.953125
1490,221977.0
1491,191273.25
1492,89465.375
1493,196590.765625
1494,305142.1875
1495,301224.375
1496,231252.5
1497,181741.53125
1498,162085.796875
1499,165921.703125
1500,148381.84375
1501,173634.4375
1502,149786.640625
1503,298803.96875
1504,235011.203125
1505,222051.609375
1506,187045.640625
1507,247089.9375
1508,191439.796875
1509,158629.625
1510,140936.859375
1511,139300.140625
1512,170067.046875
1513,142485.234375
1514,167651.71875
1515,201211.3125
1516,163325.984375
1517,170976.53125
1518,136343.15625
1519,216957.53125
1520,130069.359375
1521,130608.359375
1522,173656.75
1523,104330.476562
1524,123110.859375
1525,122001.359375
1526,118940.820312
1527,109758.390625
1528,134979.234375
1529,150164.375
1530,177150.109375
1531,109978.453125
1532,103158.578125
1533,144980.71875
1534,123481.359375
1535,156895.984375
1536,104755.757812
1537,69277.1953125
1538,170772.375
1539,206154.375
1540,103927.414062
1541,145063.71875
1542,137280.4375
1543,223504.75
1544,80069.765625
1545,115745.203125
1546,132098.828125
1547,132429.109375
1548,144964.359375
1549,116954.460938
1550,139605.875
1551,120519.53125
1552,150997.140625
1553,164419.65625
1554,107843.492188
1555,166511.546875
1556,77784.640625
1557,100583.484375
1558,98648.21875
1559,70931.296875
1560,132456.890625
1561,126850.53125
1562,132972.875
1563,121082.929688
1564,157185.828125
1565,149185.984375
1566,229867.78125
1567,73088.3125
1568,216527.375
1569,137921.390625
1570,136236.296875
1571,126534.40625
1572,146275.390625
1573,258309.40625
1574,116459.125
1575,233599.6875
1576,221176.171875
1577,194110.265625
1578,152917.546875
1579,141891.296875
1580,196715.421875
1581,147478.4375
1582,128752.234375
1583,331029.5
1584,219643.0
1585,139636.703125
1586,81115.328125
1587,95360.7578125
1588,149539.78125
1589,106905.59375
1590,138626.53125
1591,95545.3125
1592,117548.320312
1593,133681.875
1594,130237.679688
1595,112571.257812
1596,242416.703125
1597,187973.609375
1598,213357.359375
1599,190239.125
1600,180220.40625
1601,79422.890625
1602,115194.578125
1603,81470.78125
1604,279699.5625
1605,246445.875
1606,164762.078125
1607,174423.03125
1608,217986.921875
1609,200197.15625
1610,142740.40625
1611,138432.0625
1612,172483.296875
1613,158091.40625
1614,126676.8125
1615,91852.3359375
1616,67310.578125
1617,97578.2734375
1618,125468.476562
1619,140851.078125
1620,164767.359375
1621,135517.890625
1622,130301.3125
1623,289170.0625
1624,206491.40625
1625,129045.328125
1626,168555.453125
1627,180944.890625
1628,287640.96875
1629,184539.484375
1630,403375.71875
1631,231177.1875
1632,247815.03125
1633,171072.25
1634,186043.671875
1635,182819.96875
1636,158936.65625
1637,194589.265625
1638,205674.3125
1639,183441.21875
1640,255676.609375
1641,176221.796875
1642,220029.40625
1643,215366.703125
1644,226335.578125
1645,186164.90625
1646,160412.078125
1647,166546.578125
1648,127302.414062
1649,129044.5625
1650,116829.726562
1651,130113.40625
1652,98727.5234375
1653,99227.8828125
1654,148843.234375
1655,152768.78125
1656,145404.84375
1657,149913.15625
1658,141720.03125
1659,142245.015625
1660,154277.1875
1661,448894.0625
1662,417163.875
1663,403674.28125
1664,241355.4375
1665,323609.71875
1666,322110.5625
1667,372079.125
1668,334273.6875
1669,297125.125
1670,355674.3125
1671,254616.046875
1672,473327.03125
1673,291103.6875
1674,240392.734375
1675,181441.46875
1676,179560.0625
1677,213028.984375
1678,499047.125
1679,379978.0625
1680,332299.71875
1681,282403.0625
1682,299635.875
1683,176999.453125
1684,173368.46875
1685,172702.828125
1686,169027.625
1687,169132.109375
1688,187941.375
1689,189851.53125
1690,192534.59375
1691,181562.15625
1692,284017.21875
1693,165874.40625
1694,182792.9375
1695,168918.765625
1696,283841.625
1697,174491.5625
1698,373557.6875
1699,322888.96875
1700,240825.125
1701,265806.3125
1702,260294.34375
1703,245977.953125
1704,286082.6875
1705,234954.03125
1706,451841.46875
1707,229576.71875
1708,206645.59375
1709,304359.9375
1710,220728.84375
1711,249021.90625
1712,263113.875
1713,264319.875
1714,221140.890625
1715,206408.140625
1716,187844.578125
1717,183170.421875
1718,141182.625
1719,201937.59375
1720,245035.953125
1721,179530.140625
1722,134549.265625
1723,152730.9375
1724,226896.859375
1725,236798.15625
1726,185028.65625
1727,152243.0625
1728,173703.0625
1729,159674.953125
1730,165358.734375
1731,123993.242188
1732,127825.554688
1733,116033.140625
1734,122241.320312
1735,130794.09375
1736,110852.40625
1737,332948.90625
1738,215138.625
1739,287962.65625
1740,234100.78125
1741,199717.09375
1742,169434.515625
1743,169490.953125
1744,307233.25
1745,227659.0
1746,221340.671875
1747,223589.515625
1748,221569.125
1749,147247.578125
1750,129108.554688
1751,239765.078125
1752,116888.070312
1753,152640.453125
1754,210758.78125
1755,163055.453125
1756,135052.90625
1757,121317.007812
1758,145211.921875
1759,157804.640625
1760,169488.734375
1761,151283.828125
1762,177131.6875
1763,179084.984375
1764,112235.226562
1765,186307.90625
1766,181456.4375
1767,215029.6875
1768,142454.15625
1769,185020.203125
1770,147335.625
1771,130229.203125
1772,133678.390625
1773,137178.25
1774,141008.203125
1775,137402.75
1776,130628.382812
1777,115230.390625
1778,137585.40625
1779,109067.1875
1780,173284.5625
1781,126000.796875
1782,92440.046875
1783,130910.203125
1784,108865.851562
1785,119938.101562
1786,162574.609375
1787,168977.296875
1788,59274.9726562
1789,99136.9296875
1790,70692.796875
1791,189287.203125
1792,156364.953125
1793,129411.234375
1794,153905.359375
1795,137582.34375
1796,123523.859375
1797,110637.8125
1798,123110.84375
1799,116135.09375
1800,134769.546875
1801,125956.335938
1802,144447.046875
1803,149353.609375
1804,139066.71875
1805,145632.421875
1806,115827.5
1807,138062.375
1808,135158.53125
1809,118608.226562
1810,144214.0
1811,93482.8046875
1812,93503.1171875
1813,117967.039062
1814,99015.5390625
1815,52238.1992188
1816,89678.4296875
1817,107338.695312
1818,156862.09375
1819,129075.367188
1820,45246.0
1821,111509.132812
1822,155949.84375
1823,32575.1640625
1824,134568.375
1825,134122.484375
1826,95719.0
1827,104458.992188
1828,137717.234375
1829,121340.5625
1830,140150.546875
1831,171207.1875
1832,74787.4140625
1833,148332.578125
1834,121849.445312
1835,139823.8125
1836,132107.09375
1837,91642.78125
1838,114851.632812
1839,87872.171875
1840,154539.671875
1841,145488.375
1842,73037.8828125
1843,132919.03125
1844,148257.09375
1845,139563.03125
1846,156372.78125
1847,164463.328125
1848,56548.125
1849,121191.726562
1850,117000.867188
1851,159102.296875
1852,127804.796875
1853,123325.507812
1854,176132.734375
1855,140740.359375
1856,219969.046875
1857,163028.171875
1858,134202.875
1859,120733.445312
1860,138721.390625
1861,121083.234375
1862,329905.75
1863,325714.25
1864,325714.25
1865,341951.65625
1866,337877.28125
1867,255671.421875
1868,301175.8125
1869,199691.0
1870,244224.953125
1871,257562.609375
1872,167306.734375
1873,231903.65625
1874,142010.421875
1875,201199.4375
1876,190636.15625
1877,211909.265625
1878,205507.515625
1879,131696.375
1880,133614.359375
1881,230146.484375
1882,256261.28125
1883,188884.171875
1884,198557.9375
1885,263776.59375
1886,308315.96875
1887,214818.875
1888,275368.0625
1889,164148.15625
1890,114474.429688
1891,137287.125
1892,111244.617188
1893,117298.015625
1894,126275.203125
1895,139318.359375
1896,124118.390625
1897,107275.789062
1898,113566.921875
1899,166500.421875
1900,165489.78125
1901,164298.78125
1902,146715.65625
1903,209288.9375
1904,158839.65625
1905,196761.9375
1906,186071.515625
1907,206690.3125
1908,117786.132812
1909,136961.484375
1910,118878.679688
1911,213873.53125
1912,323917.1875
1913,155504.234375
1914,53637.203125
1915,308504.59375
1916,75990.0234375
1917,278232.6875
1918,142055.609375
1919,161679.828125
1920,141959.40625
1921,442093.5
1922,342236.1875
1923,211220.625
1924,220672.109375
1925,207580.59375
1926,403192.03125
1927,134493.1875
1928,157357.03125
1929,116189.601562
1930,129083.421875
1931,149508.4375
1932,139019.703125
1933,178450.90625
1934,175231.03125
1935,173309.484375
1936,186044.953125
1937,183146.109375
1938,171665.765625
1939,241455.265625
1940,195812.484375
1941,172471.8125
1942,178876.734375
1943,217498.34375
1944,340095.375
1945,390620.59375
1946,147288.125
1947,322868.125
1948,178370.5625
1949,230299.71875
1950,177097.203125
1951,265737.5
1952,215723.71875
1953,167554.875
1954,187567.453125
1955,127625.835938
1956,299505.65625
1957,157123.109375
1958,320578.8125
1959,130138.140625
1960,115603.867188
1961,116570.0
1962,100550.507812
1963,110515.648438
1964,101862.398438
1965,138960.015625
1966,152208.28125
1967,286500.3125
1968,446922.4375
1969,390921.0
1970,455495.3125
1971,452928.28125
1972,401290.71875
1973,268875.78125
1974,325839.75
1975,333035.3125
1976,261871.875
1977,346754.8125
1978,395685.03125
1979,336541.375
1980,194358.1875
1981,350490.84375
1982,219759.625
1983,207313.375
1984,168492.25
1985,212279.96875
1986,205512.5
1987,185134.390625
1988,174716.796875
1989,192950.234375
1990,215166.3125
1991,231584.15625
1992,208960.515625
1993,170522.390625
1994,240950.125
1995,189850.0625
1996,253697.09375
1997,337233.25
1998,336608.90625
1999,255275.296875
2000,308881.15625
2001,256068.015625
2002,238172.03125
2003,240399.875
2004,266000.375
2005,229468.71875
2006,233243.734375
2007,239847.921875
2008,220281.71875
2009,184963.90625
2010,196494.09375
2011,148739.65625
2012,175982.40625
2013,182620.078125
2014,184238.515625
2015,212532.171875
2016,187059.90625
2017,198661.4375
2018,116814.171875
2019,138495.21875
2020,102582.328125
2021,106432.570312
2022,181018.453125
2023,147395.1875
2024,246778.484375
2025,373716.625
2026,170717.609375
2027,148381.84375
2028,153511.96875
2029,169220.546875
2030,275839.375
2031,259020.21875
2032,268189.25
2033,274582.34375
2034,164261.984375
2035,210212.328125
2036,193386.953125
2037,194113.578125
2038,310245.125
2039,248444.96875
2040,337384.34375
2041,255113.3125
2042,197712.46875
2043,167477.1875
2044,184127.53125
2045,211271.328125
2046,143173.875
2047,139921.703125
2048,142017.75
2049,144519.734375
2050,184851.375
2051,109939.148438
2052,130422.96875
2053,150672.078125
2054,86389.828125
2055,160242.140625
2056,135664.609375
2057,112868.484375
2058,223019.71875
2059,128364.734375
2060,162360.859375
2061,180472.25
2062,130244.664062
2063,108003.6875
2064,141629.4375
2065,127625.296875
2066,159725.109375
2067,117167.054688
2068,136530.96875
2069,87367.8671875
2070,107927.328125
2071,91689.25
2072,102387.875
2073,139642.828125
2074,186497.421875
2075,159969.03125
2076,128730.273438
2077,152174.703125
2078,128249.046875
2079,130893.0625
2080,116741.453125
2081,123637.242188
2082,124367.789062
2083,145356.40625
2084,105694.679688
2085,114034.757812
2086,136011.765625
2087,120831.492188
2088,89206.625
2089,64664.5742188
2090,132734.5625
2091,116920.101562
2092,133008.234375
2093,132787.390625
2094,136833.8125
2095,140623.90625
2096,78753.2734375
2097,93624.3828125
2098,148970.0625
2099,61914.4492188
2100,88746.984375
2101,121131.054688
2102,125771.585938
2103,108510.109375
2104,135831.796875
2105,121446.515625
2106,70374.390625
2107,201059.359375
2108,111806.460938
2109,113046.742188
2110,132443.984375
2111,149629.171875
2112,138241.484375
2113,115853.664062
2114,110955.578125
2115,163147.234375
2116,126667.226562
2117,146455.078125
2118,116723.296875
2119,100921.265625
2120,119457.992188
2121,103701.71875
2122,107708.539062
2123,81178.8984375
2124,184201.296875
2125,131718.0625
2126,147184.390625
2127,155111.703125
2128,130836.429688
2129,108509.125
2130,144063.453125
2131,153003.265625
2132,114596.984375
2133,123343.882812
2134,123368.523438
2135,96622.8984375
2136,59714.2148438
2137,115143.9375
2138,129255.421875
2139,152424.234375
2140,141350.1875
2141,156842.828125
2142,122271.679688
2143,141928.75
2144,144496.796875
2145,137584.765625
2146,167338.0
2147,124069.828125
2148,131496.25
2149,149122.15625
2150,222118.640625
2151,124537.773438
2152,178695.25
2153,171662.09375
2154,103959.757812
2155,143639.703125
2156,279571.03125
2157,226712.484375
2158,241144.265625
2159,203903.921875
2160,178831.453125
2161,235522.921875
2162,424374.5
2163,353813.46875
2164,253207.71875
2165,193100.390625
2166,151511.734375
2167,225366.75
2168,188367.703125
2169,197747.078125
2170,216456.453125
2171,150995.53125
2172,139740.71875
2173,168802.578125
2174,222953.140625
2175,307125.0625
2176,319644.59375
2177,247959.46875
2178,204523.703125
2179,140194.84375
2180,220057.609375
2181,189947.515625
2182,217368.484375
2183,183079.21875
2184,124182.304688
2185,122234.515625
2186,157432.546875
2187,154288.421875
2188,156026.359375
2189,243638.828125
2190,79234.140625
2191,80171.953125
2192,96939.921875
2193,123805.546875
2194,100229.054688
2195,112049.546875
2196,113657.914062
2197,116025.546875
2198,159043.3125
2199,171360.6875
2200,152051.859375
2201,153880.5625
2202,213493.390625
2203,148261.984375
2204,186164.375
2205,106473.882812
2206,147673.296875
2207,214607.84375
2208,260627.015625
2209,231039.453125
2210,130754.796875
2211,123618.5625
2212,114473.289062
2213,100075.609375
2214,133470.78125
2215,103506.46875
2216,156885.984375
2217,102286.203125
2218,61267.3671875
2219,78709.4140625
2220,59816.203125
2221,307234.5
2222,264118.6875
2223,288151.8125
2224,209536.125
2225,121512.695312
2226,196701.234375
2227,193071.75
2228,262673.59375
2229,240470.046875
2230,144033.796875
2231,229338.375
2232,181160.75
2233,176227.203125
2234,240059.328125
2235,215016.890625
2236,248725.890625
2237,338192.34375
2238,203978.28125
2239,116952.570312
2240,163087.46875
2241,146995.609375
2242,124670.851562
2243,128388.015625
2244,106357.25
2245,111650.148438
2246,145260.890625
2247,116902.289062
2248,122835.164062
2249,123852.445312
2250,139427.1875
2251,133060.0
2252,178743.984375
2253,153234.75
2254,181274.421875
2255,183466.171875
2256,183102.203125
2257,197378.0
2258,171814.171875
2259,178190.40625
2260,172411.109375
2261,197647.953125
2262,216383.796875
2263,347328.15625
2264,415141.1875
2265,166782.046875
2266,325812.71875
2267,373331.1875
2268,415855.8125
2269,146301.34375
2270,192517.296875
2271,226343.234375
2272,200409.171875
2273,161586.9375
2274,169426.859375
2275,170151.984375
2276,190884.46875
2277,184910.3125
2278,144751.125
2279,127709.226562
2280,130445.109375
2281,158217.546875
2282,178330.953125
2283,111185.367188
2284,109244.414062
2285,152777.125
2286,121467.257812
2287,352213.96875
2288,268565.0625
2289,387230.3125
2290,466295.21875
2291,324516.4375
2292,426063.6875
2293,484948.5625
2294,434173.9375
2295,449111.65625
2296,287152.96875
2297,326188.9375
2298,313006.125
2299,385187.875
2300,334058.09375
2301,273495.59375
2302,236025.828125
2303,237338.140625
2304,243910.96875
2305,180946.515625
2306,172035.828125
2307,181237.96875
2308,215848.25
2309,284115.5625
2310,218167.625
2311,191996.3125
2312,177782.765625
2313,174119.4375
2314,180977.046875
2315,182187.296875
2316,196781.4375
2317,178321.0
2318,174527.046875
2319,180880.328125
2320,193700.0
2321,232459.359375
2322,177422.484375
2323,194691.3125
2324,177692.734375
2325,210353.25
2326,169147.75
2327,208269.421875
2328,229904.140625
2329,183886.515625
2330,174014.140625
2331,368027.96875
2332,404946.15625
2333,322962.09375
2334,256125.796875
2335,271887.9375
2336,327690.71875
2337,201298.015625
2338,271467.375
2339,212467.71875
2340,386966.3125
2341,212046.015625
