Id,SalePrice
1461,120718.195312
1462,154272.5625
1463,187221.625
1464,189188.625
1465,190103.0625
1466,174651.875
1467,173895.8125
1468,162878.9375
1469,189816.8125
1470,122176.492188
1471,194601.78125
1472,95800.59375
1473,96167.109375
1474,153004.125
1475,122613.28125
1476,382267.6875
1477,259216.21875
1478,285906.375
1479,292998.40625
1480,476314.78125
1481,324064.09375
1482,206050.375
1483,164794.671875
1484,167613.78125
1485,181795.703125
1486,191604.65625
1487,347664.8125
1488,241129.390625
1489,200726.671875
1490,214807.46875
1491,191598.25
1492,92281.390625
1493,186332.4375
1494,307388.1875
1495,303390.9375
1496,239578.03125
1497,173916.5625
1498,154740.390625
1499,151504.921875
1500,134927.96875
1501,177340.84375
1502,134802.828125
1503,307136.1875
1504,244895.8125
1505,228249.203125
1506,185089.671875
1507,256685.125
1508,203582.8125
1509,167751.15625
1510,146184.0625
1511,143931.125
1512,169394.3125
1513,147889.90625
1514,161899.09375
1515,204078.515625
1516,160729.140625
1517,161187.953125
1518,134350.03125
1519,211181.90625
1520,130661.953125
1521,133853.6875
1522,179201.28125
1523,111046.359375
1524,122732.140625
1525,125796.140625
1526,120402.125
1527,102728.640625
1528,131251.5625
1529,152938.1875
1530,176193.84375
1531,102636.6875
1532,99322.6328125
1533,141816.875
1534,124981.203125
1535,151995.390625
1536,105504.75
1537,74683.109375
1538,152783.375
1539,191602.46875
1540,83220.9609375
1541,142385.109375
1542,141378.8125
1543,217214.0
1544,73981.375
1545,104333.164062
1546,128652.65625
1547,130114.078125
1548,129347.007812
1549,109882.0625
1550,140162.640625
1551,115502.578125
1552,136247.28125
1553,154225.1875
1554,115048.65625
1555,164757.125
1556,80632.953125
1557,103534.554688
1558,83008.2109375
1559,64244.9921875
1560,140933.21875
1561,135093.5625
1562,130262.195312
1563,122383.71875
1564,157440.5
1565,152251.15625
1566,241993.515625
1567,76686.40625
1568,230463.203125
1569,132206.328125
1570,132786.1875
1571,119181.5625
1572,147729.203125
1573,259602.15625
1574,120271.40625
1575,228246.8125
1576,224895.96875
1577,191251.21875
1578,147622.875
1579,145673.59375
1580,195945.40625
1581,145984.421875
1582,128848.992188
1583,323543.78125
1584,219104.15625
1585,142577.65625
1586,74716.875
1587,98606.1875
1588,147595.5625
1589,96028.453125
1590,136477.734375
1591,97454.5
1592,108402.078125
1593,131283.984375
1594,125518.601562
1595,107115.234375
1596,237246.15625
1597,189537.53125
1598,221094.859375
1599,185546.53125
1600,178361.234375
1601,74958.828125
1602,113167.6875
1603,73710.796875
1604,267545.6875
1605,246873.765625
1606,166073.40625
1607,167049.1875
1608,208666.03125
1609,193971.25
1610,147331.03125
1611,135674.171875
1612,159864.65625
1613,153248.734375
1614,124274.609375
1615,87066.609375
1616,74237.578125
1617,92995.328125
1618,125042.125
1619,142448.9375
1620,158593.484375
1621,136443.109375
1622,137414.9375
1623,278100.0625
1624,212383.84375
